nom,dosage,forme,substance_active,classe_therapeutique,epi_laboratoire,statut_commercialisation,statut_amm,presentation,pp_gn,ppv,ph,pfht,tva,lien_rcp_naf,source_page
ACLAV,"500   MG  /  62,5   MG",POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé AO / Export,AMM ENREGISTREE,BOITE DE 14,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,5
ACNO,10   MG,CAPSULE MOLLE,ISOTRETINOINE,NA,ZENITH PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 10,GN,"55,80 DH","34,80 DH","31,04 DH",0%,-,5
ACNO,10   MG,CAPSULE MOLLE,ISOTRETINOINE,NA,ZENITH PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 20,GN,"106,10 DH","66,10 DH","59,02 DH",0%,-,5
ACNO,10   MG,CAPSULE MOLLE,ISOTRETINOINE,DERMATOLOGIE-VENEROLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"142,10 DH","88,80 DH","84,56 DH",0%,-,5
ACNO,10   MG,CAPSULE MOLLE,ISOTRETINOINE,NA,ZENITH PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 60,GN,"288,00 DH","191,00 DH","170,57 DH",0%,-,5
ACNO,20   MG,CAPSULE MOLLE,ISOTRETINOINE,NA,ZENITH PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 10,GN,"106,20 DH","66,20 DH","59,08 DH",0%,-,5
ACNO,20   MG,CAPSULE MOLLE,ISOTRETINOINE,NA,ZENITH PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 20,GN,"202,00 DH","125,90 DH","112,43 DH",0%,-,5
ACNO,20   MG,CAPSULE MOLLE,ISOTRETINOINE,DERMATOLOGIE-VENEROLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"269,00 DH","179,10 DH","170,57 DH",0%,-,5
ACNO,20   MG,CAPSULE MOLLE,ISOTRETINOINE,DERMATOLOGIE-VENEROLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 60,GN,"497,00 DH","330,00 DH","314,59 DH",0%,-,5
ACNO,30   MG,CAPSULE MOLLE,ISOTRETINOINE,NA,ZENITH PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 10,GN,"140,40 DH","87,50 DH","78,10 DH",0%,-,5
ACNO,30   MG,CAPSULE MOLLE,ISOTRETINOINE,NA,ZENITH PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 20,GN,"250,00 DH","156,30 DH","139,52 DH",0%,-,6
ACNO,30   MG,CAPSULE MOLLE,ISOTRETINOINE,DERMATOLOGIE-VENEROLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"348,00 DH","231,00 DH","220,79 DH",0%,-,6
ACNO,30   MG,CAPSULE MOLLE,ISOTRETINOINE,NA,ZENITH PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 60,GN,"656,00 DH","435,00 DH","388,60 DH",0%,-,6
ACOL,1000   MG,COMPRIME PELLICULE,METFORMINE,ENDOCRINOLOGIE-METABOLISME,PHARMED,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"18,30 DH","11,40 DH","10,90 DH",0%,-,6
ACOL,1000   MG,COMPRIME PELLICULE,METFORMINE,ENDOCRINOLOGIE-METABOLISME,PHARMED,Commercialisé,AMM ENREGISTREE,BOITE DE 60,GN,"32,20 DH","20,10 DH","19,18 DH",0%,-,6
ACOL,1000   MG,COMPRIME PELLICULE,METFORMINE,ENDOCRINOLOGIE-METABOLISME,PHARMED,AMM sans prix,AMM ENREGISTREE,Boîte de 90,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,6
ACONCEPT,1.5   MG,COMPRIME PELLICULE,LEVONORGESTREL,GYNECOLOGIE-OBSTETRIQUE-CONTRACEPTION,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,BOITE UNITAIRE,GN,"60,50 DH","37,80 DH","36,00 DH",0%,-,6
ACRIPTEGA,50 MG / 300 MG / 300 MG,COMPRIMES PELLICULES,DOLUTEGRAVIR SODIQUE // LAMIVUDINE // TENOFOVIR DISPROXIL FUMARATE,INFECTIOLOGIE-PARASITOLOGIE,VIATRIS PHARMACEUTICALS,AMM sans prix,AMM ENREGISTREE,BOITE D'UN FLACON DE 30,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,6
ACT HIB,"10 µG  /  0,5  ML",POUDRE POUR PREPARATION INJECTABLE,VACCIN HAEMOPHILUS TYPE B CONJUGUE 10µG,VACCINS,SANOFI AVENTIS,Commercialisé,AMM ENREGISTREE,BOITE DE 1 SERINGUE,VACCIN,"143,00 DH","89,40 DH","85,11 DH",0%,-,6
ACTACEPT,10   MG,COMPRIME PELLICULE,DONEPEZIL,NEUROLOGIE,POLYMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"373,00 DH","248,00 DH","236,61 DH",0%,-,6
ACTACEPT,5   MG,COMPRIME PELLICULE,DONEPEZIL,NEUROLOGIE,POLYMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"233,00 DH","146,00 DH","139,10 DH",0%,-,6
ACTAPULGITE,3 G,POUDRE POUR SUSPENSION BUVABLE,ATTAPULGITE DE MORMOIRON ACTIVEE,GASTROENTEROLOGIE-HEPATOLOGIE,MAPHAR,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,"22,20 DH","13,90 DH","13,24 DH",0%,-,6
ACTAPULGITE NOURRISSONS,1 G,POUDRE POUR SUSPENSION BUVABLE,ATTAPULGITE DE MORMOIRON ACTIVEE,GASTROENTEROLOGIE-HEPATOLOGIE,MAPHAR,Non Commercialisé,AMM ENREGISTREE,BOITE DE 20,PP,"20,30 DH","12,70 DH","12,07 DH",0%,-,6
ACTEMRA,200   MG  /  10  ML,SOLUTION A DILUER POUR PERFUSION,TOCILIZUMAB,CANCEROLOGIE,ROCHE,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 20 ML,PP,2.848.00 DH,2.520.00 DH,2.400.00 DH,0%,-,6
ACTEMRA,400   MG  /  20  ML,SOLUTION A DILUER POUR PERFUSION,TOCILIZUMAB,CANCEROLOGIE,ROCHE,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 20 ML,PP,5.296.00 DH,5.040.00 DH,4.800.00 DH,0%,-,6
ACTEMRA,80   MG  /  4  ML,SOLUTION A DILUER POUR PERFUSION,TOCILIZUMAB,CANCEROLOGIE,ROCHE,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 10 ML,PP,1.279.00 DH,1.008.00 DH,"960,00 DH",0%,-,6
ACTEMRA,"162   MG  / 0,9  ML",SOLUTION POUR INJECTION SOUS CUTANEE,TOCILIZUMAB,CANCEROLOGIE,ROCHE,Commercialisé,AMM ENREGISTREE,BOITE DE 4 SERINGUES PRE REMPLIES,PP,6.826.00 DH,6.615.00 DH,6.300.00 DH,0%,-,6
ACTI 5,-,SOLUTION BUVABLE,DEANOL PIDOLATE // MAGNESIUM PARAAMINOBENZOATE // VITAMINE C (ACIDE ASCORBIQUE),NA,COOPER PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 30 AMPOULES,NA,"63,00 DH","39,20 DH","35,05 DH",0%,-,6
ACTICARBINE,70   MG,COMPRIME DRAGEFIE,CHARBON ACTIVE // PAPAVERINE (CHLORHYDRATE ),GASTROENTEROLOGIE-HEPATOLOGIE,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 42,PP,"22,90 DH","14,30 DH","13,63 DH",0%,-,6
ACTICARBINE,70   MG,COMPRIME DRAGEFIE,CHARBON ACTIVE // PAPAVERINE (CHLORHYDRATE ),GASTROENTEROLOGIE-HEPATOLOGIE,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE 84,PP,"43,80 DH","27,40 DH","26,09 DH",0%,-,6
ACTIFED,-,SOLUTION BUVABLE,PSEUDOEPHEDRINE (CHLORHYDRATE) // TRIPROLIDINE (CHLORHYDRATE),PNEUMOLOGIE-ALLERGOLOGIE,GSK,Retiré du Marché,AMM RETIREE,FLACON DE 100 ML,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,7
ACTIFED,-,COMPRIME,PSEUDOEPHEDRINE (CHLORHYDRATE) // TRIPROLIDINE (CHLORHYDRATE),PNEUMOLOGIE-ALLERGOLOGIE,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 20,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,7
ACTIFED RHUME,"60  /  2,5   MG",COMPRIME,PSEUDOEPHEDRINE (CHLORHYDRATE) // TRIPROLIDINE (CHLORHYDRATE),NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 20,NA,"17,00 DH","10,60 DH","9,46 DH",0%,-,7
ACTISOUFRE,4   MG,SOLUTION BUVABLE,SULFURE DE SODIUM,PNEUMOLOGIE-ALLERGOLOGIE,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30 AMPOULES DE 10 ML,PP,"46,40 DH","29,00 DH","27,65 DH",0%,-,7
ACTIVAROL C 100,"0,003   MG  /  0,1   MG  /  0,250   MG  /  0,050   MG",SOLUTION BUVABLE,HEMATOPORPHYRINE //VITAMINE C (ACIDE ASCORBIQUE) // ACIDE AMINO ACETIQUE // EXTRAIT (AMINE DE LEVURE),NUTRITION-METABOLISME-SOLUTES DE PERFUSION,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 24 AMPOULES DE 5 ML,PP,"28,60 DH","17,90 DH","17,02 DH",0%,-,7
ACTIVAROL C 500,"0,006   MG  /  0,5   MG  /  0,5   MG  /  0,1   MG",SOLUTION BUVABLE,HEMATOPORPHYRINE //VITAMINE C (ACIDE ASCORBIQUE) // ACIDE AMINO ACETIQUE // EXTRAIT (AMINE DE LEVURE),NUTRITION-METABOLISME-SOLUTES DE PERFUSION,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 24 AMPOULES DE 10 ML,PP,"58,80 DH","36,70 DH","34,99 DH",0%,-,7
ACTONEL,5   MG,COMPRIME PELLICULE,RISEDRONATE (MONOSODIQUE),NA,SANOFI AVENTIS,Retiré du Marché,AMM RETIREE,BOITE DE 28,PP,"296,00 DH","184,60 DH","164,86 DH",0%,-,7
ACTONEL ONCE-A-WEEK,35   MG,COMPRIME,RISEDRONATE (MONOSODIQUE),NA,SANOFI AVENTIS,Retiré du Marché,AMM RETIREE,BOITE DE 4,PP,"293,00 DH","182,90 DH","163,29 DH",0%,-,7
ACTONEL PLUS CALCIUM D,35   MG + 1000   MG  /  880 UI,COMPRIME PELLICULE ET GRANULE EFFERVESCENT,RISEDRONATE (MONOSODIQUE) // CALCIUM (CARBONATE) // VITAMINE D3 (CHOLECALCIFEROL),NA,SANOFI AVENTIS,Retiré du Marché,AMM RETIREE,BOITE DE 4,PP,"340,00 DH","225,00 DH","201,51 DH",0%,-,7
ACTRAPID HM,100 UI  /   ML,SOLUTION INJECTABLE,INSULINE HUMAINE BIOGENETIQUE (RAPIDE),ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 10 ML,PP,"186,00 DH","116,20 DH","110,72 DH",0%,-,7
ACTRAPID HM PENFILL,100 UI  /   ML,SOLUTION INJECTABLE,INSULINE HUMAINE BIOGENETIQUE (RAPIDE),ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 5 CARTOUCHES 3 ML,PP,"350,00 DH","232,00 DH","221,76 DH",0%,-,7
ACUCARB,150   MG,SOLUTION POUR PERFUSION,CARBOPLATINE,CANCEROLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,FLACON DE 15 ML,GN,"408,00 DH","271,00 DH","258,30 DH",0%,-,7
ACUCARB,450   MG,SOLUTION POUR PERFUSION,CARBOPLATINE,CANCEROLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,FLACON DE 45 ML,GN,"906,00 DH","602,00 DH","573,93 DH",0%,-,7
ACUILIX,"12,5  /  20   MG",COMPRIME,QUINAPRIL // HYDROCHLOROTHIAZIDE,NA,PFIZER,Retiré du Marché,AMM RETIREE,BOITE DE 28,PP,"64,50 DH","40,30 DH","38,42 DH",0%,-,7
ACULAR,0.005,COLLYRE,KETOROLAC TROMETHAMINE,OPHTALMOLOGIE,AFRIC PHAR,Non Commercialisé,AMM ENREGISTREE,FLACON DE 5 ML,PP,"36,30 DH","22,70 DH","21,64 DH",0%,-,7
ACUPAN,20   MG  /  2  ML,SOLUTION INJECTABLE,NEFOPAM,ANESTHESIE-REANIMATION,BIOCODEX MAROC,Commercialisé,AMM ENREGISTREE,BOITE DE 5 AMPOULE DE 2 ML,PP,"47,60 DH","29,70 DH","28,31 DH",0%,-,7
ACUPAXIL-30,30   MG,SOLUTION POUR PERFUSION,PACLITAXEL,CANCEROLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,FLACON DE 5 ML,GN,"430,00 DH","285,00 DH","272,16 DH",0%,-,7
ACUVAIL,0.0045,COLLYRE EN SOLUTION,KETOROLAC TROMETHAMINE,OPHTALMOLOGIE,AFRIC PHAR,Non Commercialisé,AMM ENREGISTREE,"BOITE DE 30 RECIPIENTS UNIDOSE DE 0,4 ML",PP,"127,50 DH","79,70 DH","75,90 DH",0%,-,7
ADACEL POLIO,-,SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE,VACCIN ( DIPHTERIE // TETANOS // COQUELUCHE ACELLULAIRE ),VACCINS,SANOFI AVENTIS,Commercialisé,AMM ENREGISTREE,BOITE DE 1,VACCIN,"332,00 DH","220,00 DH","210,35 DH",0%,-,7
ADALATE,10   MG,CAPSULE MOLLE,NIFEDIPINE,NA,BAYER,Retiré du Marché,AMM RETIREE,BOITE DE 100,PP,"103,90 DH","64,90 DH","61,85 DH",0%,-,7
ADALATE,10   MG,CAPSULE MOLLE,NIFEDIPINE,NA,BAYER,Retiré du Marché,AMM RETIREE,BOITE DE 30,PP,"36,00 DH","22,50 DH","21,40 DH",0%,-,8
ADALATE RETARD,20   MG,COMPRIME PELLICULE,NIFEDIPINE,NA,BAYER,Retiré du Marché,AMM RETIREE,BOITE DE 20,PP,"50,80 DH","31,70 DH","30,24 DH",0%,-,8
ADALATE RETARD,20   MG,COMPRIME PELLICULE,NIFEDIPINE,NA,BAYER,Retiré du Marché,AMM RETIREE,BOITE DE 50,PP,"114,00 DH","71,20 DH","67,85 DH",0%,-,8
ADANCOR,10   MG,COMPRIME SECABLE,NICORANDIL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,"72,80 DH","45,50 DH","43,34 DH",0%,-,8
ADANCOR,20   MG,COMPRIME,NICORANDIL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,"138,60 DH","86,60 DH","82,50 DH",0%,-,8
ADENOL LP,10   MG,COMPRIME A LIBERATION PROLONGEE,ALFUZOSINE (CHLORHYDRATE),UROLOGIE-NEPHROLOGIE,SYNTHEMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,"53,40 DH","33,40 DH","31,82 DH",0%,-,8
ADENOL LP,10   MG,COMPRIME A LIBERATION PROLONGEE,ALFUZOSINE (CHLORHYDRATE),UROLOGIE-NEPHROLOGIE,SYNTHEMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"137,90 DH","86,20 DH","82,09 DH",0%,-,8
ADENOSINE SP,3   MG  /   ML,SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE DE 2 ML,ADENOSINE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,AMANYS PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,"380,00 DH","253,00 DH","240,98 DH",0%,-,8
ADENURIC,80   MG,COMPRIME PELLICULE,FEBUXOSTAT,RHUMATOLOGIE,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 28,PP,"272,00 DH","170,60 DH","162,45 DH",0%,-,8
ADENURIC,120   MG,COMPRIME PELLICULE,FEBUXOSTAT,RHUMATOLOGIE,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 28,PP,"272,00 DH","170,60 DH","162,45 DH",0%,-,8
ADEPAL,"0,15   MG  /  0,03   MG ET 0,20   MG  /  0,04   MG",COMPRIME ENROBE,LEVONORGESTREL // ETHINYLESTRADIOL,GYNECOLOGIE-OBSTETRIQUE-CONTRACEPTION,MAPHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 21,PP,"13,00 DH","8,10 DH","7,73 DH",0%,-,8
ADEPAL,"0,15   MG  /  0,03   MG ET 0,20   MG  /  0,04   MG",COMPRIME ENROBE,LEVONORGESTREL // ETHINYLESTRADIOL,GYNECOLOGIE-OBSTETRIQUE-CONTRACEPTION,MAPHAR,Non Commercialisé,AMM ENREGISTREE,BOITE DE 63,PP,"31,10 DH","19,40 DH","18,52 DH",0%,-,8
ADEX,"2,5   MG",COMPRIME,INDAPAMIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"38,00 DH","23,70 DH","22,62 DH",0%,-,8
ADEX LP,"1,5   MG",COMPRIME,INDAPAMIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"30,10 DH","18,80 DH","17,95 DH",0%,-,8
ADFENE,200   MG,COMPRIME PELLICULE,IBUPROFENE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,COOPER PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE DE 20,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,8
ADFENE,400   MG,COMPRIME PELLICULE,IBUPROFENE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,COOPER PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE DE 30,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,8
ADFENE,400   MG   /  100  ML,SOLUTION POUR PERFUSION IV,IBUPROFENE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,COOPER PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE DE 5 POCHES DE 100 ML,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,8
ADFENE,400   MG   /  100  ML,SOLUTION POUR PERFUSION IV,IBUPROFENE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,COOPER PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE  DE 20 POCHES DE 100 ML,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,8
ADFENE,600   MG,COMPRIME PELLICULE,IBUPROFENE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,COOPER PHARMA,AMM sans prix,AMM ENREGISTREE,BOITES DE 30,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,8
ADFENE 2%,100   MG  /  5  ML,SUSPENSION BUVABLE,IBUPROFENE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,COOPER PHARMA,AMM sans prix,AMM ENREGISTREE,FLACON DE 150 ML AVEC PIPETTE DOSEUSE,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,8
ADIZEM LP,120   MG,GELULE,DILTIAZEM (CHLORHYDRATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"113,50 DH","70,90 DH","67,57 DH",0%,-,9
ADIZEM LP,180   MG,GELULE,DILTIAZEM (CHLORHYDRATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"138,00 DH","86,20 DH","82,14 DH",0%,-,9
ADIZEM LP,240   MG,GELULE,DILTIAZEM (CHLORHYDRATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"160,00 DH","100,00 DH","95,24 DH",0%,-,9
ADIZEM LP,300   MG,GELULE,DILTIAZEM (CHLORHYDRATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"175,00 DH","109,40 DH","104,17 DH",0%,-,9
ADIZEM LP,90   MG,GELULE,DILTIAZEM (CHLORHYDRATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"104,40 DH","65,30 DH","62,16 DH",0%,-,9
ADMOXEL,"20   MG  /  0,5  ML",SOLUTION A DILUER ET SOLVANT POUR PERFUSION,DOCETAXEL (TRIHYDRATE),CANCEROLOGIE,ISIO LABORATOIRES,Commercialisé,AMM ENREGISTREE,FLACON DE 5ML,GN,"820,00 DH","545,00 DH","519,62 DH",0%,-,9
ADMOXEL,80   MG  /  2  ML,SOLUTION A DILUER ET SOLVANT POUR PERFUSION,DOCETAXEL (TRIHYDRATE),CANCEROLOGIE,ISIO LABORATOIRES,Commercialisé,AMM ENREGISTREE,FLACON DE 10ML,GN,2.520.00 DH,2.183.00 DH,2.079.41 DH,0%,-,9
ADO,1000   MG,COMPRIME PELLICULE,METFORMINE (CHLORHYDRATE),ENDOCRINOLOGIE-METABOLISME,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"19,90 DH","12,40 DH","11,85 DH",0%,-,9
ADO,1000   MG,COMPRIME PELLICULE,METFORMINE (CHLORHYDRATE),ENDOCRINOLOGIE-METABOLISME,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 60,GN,"35,00 DH","21,90 DH","20,83 DH",0%,-,9
ADO,1000   MG,COMPRIME PELLICULE,METFORMINE (CHLORHYDRATE),ENDOCRINOLOGIE-METABOLISME,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 90,GN,"43,30 DH","27,10 DH","25,77 DH",0%,-,9
ADO,500   MG,COMPRIME PELLICULE,METFORMINE (CHLORHYDRATE),ENDOCRINOLOGIE-METABOLISME,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 50,GN,"17,50 DH","10,90 DH","10,42 DH",0%,-,9
ADO,850   MG,COMPRIME PELLICULE,METFORMINE (CHLORHYDRATE),ENDOCRINOLOGIE-METABOLISME,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"19,00 DH","11,90 DH","11,31 DH",0%,-,9
ADO,850   MG,COMPRIME PELLICULE,METFORMINE (CHLORHYDRATE),ENDOCRINOLOGIE-METABOLISME,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 60,GN,"34,00 DH","21,20 DH","20,24 DH",0%,-,9
ADOSINE DR,250   MG,GELULE A LIBERATION PROLONGEE,DIDANOSINE,INFECTIOLOGIE-PARASITOLOGIE,SUN PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"331,00 DH","220,00 DH","210,00 DH",0%,-,9
ADOSINE DR,400   MG,GELULE A LIBERATION PROLONGEE,DIDANOSINE,INFECTIOLOGIE-PARASITOLOGIE,SUN PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"553,00 DH","367,00 DH","350,00 DH",0%,-,9
ADRENALINE,"0,25   MG",SOLUTION INJECTABLE,ADRENALINE,ANESTHESIE-REANIMATION,PROMOPHARM,Commercialisé AO,AMM ENREGISTREE,BOITE DE 100 AMPOULE DE 1 ML,GN,"268,00 DH","178,50 DH","170,00 DH",0%,-,9
ADRENALINE,"0,50   MG",SOLUTION INJECTABLE,ADRENALINE,ANESTHESIE-REANIMATION,PROMOPHARM,Non Commercialisé,AMM ENREGISTREE,BOITE DE 100 AMPOULE DE 1 ML,GN,"284,00 DH","189,00 DH","180,00 DH",0%,-,9
ADRENALINE,1   MG,SOLUTION INJECTABLE,ADRENALINE,ANESTHESIE-REANIMATION,PROMOPHARM,Non Commercialisé,AMM ENREGISTREE,BOITE DE 100 AMPOULE DE 1 ML,GN,"308,00 DH","204,00 DH","195,00 DH",0%,-,9
ADRENALINE AGUETTANT,"0,1   MG  /   ML",SANS SULFITE SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE,ADRENALINE,ANESTHESIE-REANIMATION,HEMOLAB PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE DE 10 SERINGUES DE 10 ML,NA,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,9
ADRENALINE SOTHEMA,1   MG  /   ML,SOLUTION INJECTABLE,ADRENALINE,ANESTHESIE-REANIMATION,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE 100 AMPOULE DE 1 ML,GN,"308,00 DH","204,00 DH","195,00 DH",0%,-,9
ADRENALINE SOTHEMA,"0,25   MG  /   ML",SOLUTION INJECTABLE,ADRENALINE (TARTRATE),ANESTHESIE-REANIMATION,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 100 AMPOULES DE 1 ML,GN,"268,00 DH","168,00 DH","160,00 DH",0%,-,10
ADRENALINE SOTHEMA,"0,50   MG  /   ML",SOLUTION INJECTABLE,ADRENALINE (TARTRATE),ANESTHESIE-REANIMATION,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 100 AMPOULES DE 1 ML,GN,"284,00 DH","189,00 DH","180,00 DH",0%,-,10
ADRIBLASTINE,10   MG,LYOPHILISAT,DOXORUBICINE (CHLORHYDRATE),CANCEROLOGIE,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON,PP,"109,50 DH","68,40 DH","65,16 DH",0%,-,10
ADRIBLASTINE,50   MG,LYOPHILISAT,DOXORUBICINE (CHLORHYDRATE),CANCEROLOGIE,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON,PP,"454,00 DH","302,00 DH","287,85 DH",0%,-,10
ADRONAT,70   MG,COMPRIME,ACIDE ALENDRONIQUE,RHUMATOLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 4,GN,"164,50 DH","102,80 DH","97,91 DH",0%,-,10
ADVAGRAF,"0,5   MG",GELULE A LIBERATION PROLONGEE,TACROLIMUS,IMMUNOMODULATEURS,PROMOPHARM,Commercialisé AO,AMM ENREGISTREE,BOITE DE 100,GN,"952,00 DH","671,00 DH","639,81 DH",0%,-,10
ADVAGRAF,1   MG,GELULE A LIBERATION PROLONGEE,TACROLIMUS,IMMUNOMODULATEURS,PROMOPHARM,Commercialisé AO,AMM ENREGISTREE,BOITE DE 100,GN,1.399.00 DH,1.131.00 DH,1.077.72 DH,0%,-,10
