nom,dci,dosage,forme,presentation,laboratoire,classe_therapeutique,type_produit,statut_commercialisation,statut_amm,ppv,ph,pfht,tva,code_cnops,prix_base_remboursement_cnops,taux_remboursement_cnops,source
ACIVIR COOPER,ACICLOVIR,400 MG,COMPRIME,BOITE DE 25,COOPER PHARMA,INFECTIOLOGIE-PARASITOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,226.0,141.3,134.62,0.0,,,,ammps
ACIVIR COOPER,ACICLOVIR,800 MG,COMPRIME,BOITE DE 12,COOPER PHARMA,INFECTIOLOGIE-PARASITOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,223.0,139.6,132.96,0.0,,,,ammps
ACIVIR COOPER,ACICLOVIR,800 MG,COMPRIME,BOITE DE 25,COOPER PHARMA,INFECTIOLOGIE-PARASITOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,346.0,230.0,219.4,0.0,,,,ammps
ACLASTA,ACIDE ZOLEDRONIQUE,5 MG / 100 ML,SOLUTION POUR PERFUSION,FLACON DE 100 ML,SOTHEMA,RHUMATOLOGIE,PP,Commercialisé,AMM ENREGISTREE,3041.0,2718.0,2589.47,0.0,,,,ammps
ACLASTA 5MG/100ML,ACIDE ZOLEDRONIQUE,5 MG/100ML,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON,,,PRINCEPS,,,,,,,6118010119149,3677.0,0.0,cnops
ACLASTA 5MG/100ML,ACIDE ZOLEDRONIQUE,5 MG/100ML,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON,,,PRINCEPS,,,,,,,6118001030538,3677.0,0.0,cnops
ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 125 G / MG,POUDRE POUR SUSPENTION BUVABLE,1 BOITE 12 SACHET,,,GENERIQUE,,,,,,,6118000091684,99.0,70.0,cnops
ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 125 G / MG,POUDRE POUR SUSPENTION BUVABLE,1 BOITE 12 SACHET,,,GENERIQUE,,,,,,,6118000091776,115.0,70.0,cnops
ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 125 G / MG,POUDRE POUR SUSPENTION BUVABLE,1 BOITE 12 SACHET,,,GENERIQUE,,,,,,,6118000091769,132.0,70.0,cnops
ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 125 G / MG,POUDRE POUR SUSPENTION BUVABLE,1 BOITE 12 SACHET,,,GENERIQUE,,,,,,,6118000091752,187.0,70.0,cnops
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,1 G / 100 MG,POUDRE POUR PREPARATION INJECTABLE,BOITE DE 1 FLACON,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé AO / Export,AMM ENREGISTREE,33.6,21.0,20.03,0.0,,,,ammps
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,1 G / 125 MG,POUDRE POUR SUSPENSION BUVABLE,BOITE DE 12,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,92.5,57.8,55.07,0.0,,,,ammps
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,1 G / 125 MG,POUDRE POUR SUSPENSION BUVABLE,BOITE DE 14,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,107.5,67.2,63.97,0.0,,,,ammps
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,1 G / 125 MG,POUDRE POUR SUSPENSION BUVABLE,BOITE DE 16,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,123.4,77.1,73.43,0.0,,,,ammps
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,1 G / 125 MG,POUDRE POUR SUSPENSION BUVABLE,BOITE DE 24,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,174.8,109.2,104.03,0.0,,,,ammps
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,1 G / 200 MG,POUDRE POUR PREPARATION INJECTABLE,BOITE DE 1 FLACON,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,30.8,19.3,18.36,0.0,,,,ammps
ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,100 / 12.5 MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 30 ML,,,GENERIQUE,,,,,,,6118000091707,44.2,70.0,cnops
ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,100 / 12.5 MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 30 ML,,,GENERIQUE,,,,,,,6118000091790,122.8,70.0,cnops
ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,100 / 12.5 MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 30 ML,,,GENERIQUE,,,,,,,6118000091691,70.0,70.0,cnops
ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,100 / 12.5 MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 30 ML,,,GENERIQUE,,,,,,,6118000091783,76.8,70.0,cnops
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,"100 MG / 12,5 MG / ML",POUDRE POUR SUSPENSION BUVABLE,2 FLACONS DE 30 ML,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé AO / Export,AMM ENREGISTREE,60.5,37.8,36.04,0.0,,,,ammps
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,"100 MG / 12,5 MG / ML",POUDRE POUR SUSPENSION BUVABLE,2 FLACONS DE 60 ML,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé AO / Export,AMM ENREGISTREE,105.3,65.8,62.7,0.0,,,,ammps
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,"100 MG / 12,5 MG / ML",POUDRE POUR SUSPENSION BUVABLE,FLACON DE 30 ML,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,34.2,21.4,20.36,0.0,,,,ammps
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,"100 MG / 12,5 MG / ML",POUDRE POUR SUSPENSION BUVABLE,FLACON DE 60 ML,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,60.5,37.8,36.04,0.0,,,,ammps
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,2 G / 200 MG,POUDRE POUR PREPARATION INJECTABLE,BOITE DE 1 FLACON,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,43.0,26.9,25.59,0.0,,,,ammps
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,250 MG / 5 ML,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 60 ML,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5 MG / MG,POUDRE POUR SUSPENTION BUVABLE,1 BOITE 24 SACHET,,,GENERIQUE,,,,,,,6118010000133,121.5,70.0,cnops
ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5 MG / MG,POUDRE POUR SUSPENTION BUVABLE,1 BOITE 24 SACHET,,,GENERIQUE,,,,,,,6118000092179,121.5,70.0,cnops
ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5 MG / MG,POUDRE POUR SUSPENTION BUVABLE,1 BOITE 24 SACHET,,,GENERIQUE,,,,,,,6118000091677,79.9,70.0,cnops
ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5 MG / MG,POUDRE POUR SUSPENTION BUVABLE,1 BOITE 24 SACHET,,,GENERIQUE,,,,,,,6118010000140,106.5,70.0,cnops
ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5 MG / MG,POUDRE POUR SUSPENTION BUVABLE,1 BOITE 24 SACHET,,,GENERIQUE,,,,,,,6118000092162,106.5,70.0,cnops
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,500 MG / 125 MG,COMPRIME,BOITE DE 12,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,500 MG / 50 MG,POUDRE POUR PREPARATION INJECTABLE,BOITE DE 1 FLACON,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,18.7,11.7,11.11,0.0,,,,ammps
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,"500 MG / 62,5 MG",POUDRE POUR SUSPENSION BUVABLE,BOITE DE 12,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,74.6,46.6,44.43,0.0,,,,ammps
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,"500 MG / 62,5 MG",POUDRE POUR SUSPENSION BUVABLE,BOITE DE 16,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,99.5,62.2,59.24,0.0,,,,ammps
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,"500 MG / 62,5 MG",POUDRE POUR SUSPENSION BUVABLE,BOITE DE 24,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,113.5,71.0,67.59,0.0,,,,ammps
ACLAV,AMOXICILLINE // ACIDE CLAVULANIQUE,"500 MG / 62,5 MG",POUDRE POUR SUSPENSION BUVABLE,BOITE DE 14,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé AO / Export,AMM ENREGISTREE,,,,0.0,,,,ammps
ACNO,ISOTRETINOINE,10 MG,CAPSULE MOLLE,BOITE DE 10,ZENITH PHARMA,,GN,Retiré du Marché,AMM RETIREE,55.8,34.8,31.04,0.0,,,,ammps
ACNO,ISOTRETINOINE,10 MG,CAPSULE MOLLE,BOITE DE 20,ZENITH PHARMA,,GN,Retiré du Marché,AMM RETIREE,106.1,66.1,59.02,0.0,,,,ammps
ACNO,ISOTRETINOINE,10 MG,CAPSULE MOLLE,BOITE DE 30,ZENITH PHARMA,DERMATOLOGIE-VENEROLOGIE,GN,Commercialisé,AMM ENREGISTREE,142.1,88.8,84.56,0.0,,,,ammps
ACNO,ISOTRETINOINE,10 MG,CAPSULE MOLLE,BOITE DE 60,ZENITH PHARMA,,GN,Retiré du Marché,AMM RETIREE,288.0,191.0,170.57,0.0,,,,ammps
ACNO,ISOTRETINOINE,20 MG,CAPSULE MOLLE,BOITE DE 10,ZENITH PHARMA,,GN,Retiré du Marché,AMM RETIREE,106.2,66.2,59.08,0.0,,,,ammps
ACNO,ISOTRETINOINE,20 MG,CAPSULE MOLLE,BOITE DE 20,ZENITH PHARMA,,GN,Retiré du Marché,AMM RETIREE,202.0,125.9,112.43,0.0,,,,ammps
ACNO,ISOTRETINOINE,20 MG,CAPSULE MOLLE,BOITE DE 30,ZENITH PHARMA,DERMATOLOGIE-VENEROLOGIE,GN,Commercialisé,AMM ENREGISTREE,269.0,179.1,170.57,0.0,,,,ammps
ACNO,ISOTRETINOINE,20 MG,CAPSULE MOLLE,BOITE DE 60,ZENITH PHARMA,DERMATOLOGIE-VENEROLOGIE,GN,Commercialisé,AMM ENREGISTREE,497.0,330.0,314.59,0.0,,,,ammps
ACNO,ISOTRETINOINE,30 MG,CAPSULE MOLLE,BOITE DE 10,ZENITH PHARMA,,GN,Retiré du Marché,AMM RETIREE,140.4,87.5,78.1,0.0,,,,ammps
ACNO,ISOTRETINOINE,30 MG,CAPSULE MOLLE,BOITE DE 20,ZENITH PHARMA,,GN,Retiré du Marché,AMM RETIREE,250.0,156.3,139.52,0.0,,,,ammps
ACNO,ISOTRETINOINE,30 MG,CAPSULE MOLLE,BOITE DE 30,ZENITH PHARMA,DERMATOLOGIE-VENEROLOGIE,GN,Commercialisé,AMM ENREGISTREE,348.0,231.0,220.79,0.0,,,,ammps
ACNO,ISOTRETINOINE,30 MG,CAPSULE MOLLE,BOITE DE 60,ZENITH PHARMA,,GN,Retiré du Marché,AMM RETIREE,656.0,435.0,388.6,0.0,,,,ammps
ACNO 10 MG,ISOTRETINOINE,10 MG,CAPSULE MOLLE,1 BOITE 10 CAPSULE MOLLE,,,GENERIQUE,,,,,,,6118001270590,55.8,70.0,cnops
ACNO 10 MG,ISOTRETINOINE,10 MG,CAPSULE MOLLE,1 BOITE 10 CAPSULE MOLLE,,,GENERIQUE,,,,,,,6118001270620,288.0,70.0,cnops
ACNO 10 MG,ISOTRETINOINE,10 MG,CAPSULE MOLLE,1 BOITE 10 CAPSULE MOLLE,,,GENERIQUE,,,,,,,6118001270613,152.0,70.0,cnops
ACNO 10 MG,ISOTRETINOINE,10 MG,CAPSULE MOLLE,1 BOITE 10 CAPSULE MOLLE,,,GENERIQUE,,,,,,,6118001270606,106.1,70.0,cnops
ACNO 20 MG,ISOTRETINOINE,20 MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,,,GENERIQUE,,,,,,,6118001270651,288.0,70.0,cnops
ACNO 20 MG,ISOTRETINOINE,20 MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,,,GENERIQUE,,,,,,,6118001270668,547.0,70.0,cnops
ACNO 20 MG,ISOTRETINOINE,20 MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,,,GENERIQUE,,,,,,,6118001270644,202.0,70.0,cnops
ACNO 20 MG,ISOTRETINOINE,20 MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,,,GENERIQUE,,,,,,,6118001270637,106.2,70.0,cnops
ACNO 30 MG,ISOTRETINOINE,31.50 MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,,,GENERIQUE,,,,,,,6118010121999,375.0,0.0,cnops
ACNO 30 MG,ISOTRETINOINE,31.50 MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,,,GENERIQUE,,,,,,,6118001271177,375.0,0.0,cnops
ACNO 30 MG,ISOTRETINOINE,31.50 MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,,,GENERIQUE,,,,,,,6118010121975,250.8,0.0,cnops
ACNO 30 MG,ISOTRETINOINE,31.50 MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,,,GENERIQUE,,,,,,,6118001271160,250.8,0.0,cnops
ACNO 30 MG,ISOTRETINOINE,31.50 MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,,,GENERIQUE,,,,,,,6118010122002,660.0,0.0,cnops
ACNO 30 MG,ISOTRETINOINE,31.50 MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,,,GENERIQUE,,,,,,,6118001271184,660.0,0.0,cnops
ACNO 30 MG,ISOTRETINOINE,31.50 MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,,,GENERIQUE,,,,,,,6118010121982,140.4,0.0,cnops
ACNO 30 MG,ISOTRETINOINE,31.50 MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,,,GENERIQUE,,,,,,,6118001271153,140.4,0.0,cnops
ACOL,METFORMINE,1000 MG,COMPRIME PELLICULE,BOITE DE 30,PHARMED,ENDOCRINOLOGIE-METABOLISME,GN,Commercialisé,AMM ENREGISTREE,18.3,11.4,10.9,0.0,,,,ammps
ACOL,METFORMINE,1000 MG,COMPRIME PELLICULE,BOITE DE 60,PHARMED,ENDOCRINOLOGIE-METABOLISME,GN,Commercialisé,AMM ENREGISTREE,32.2,20.1,19.18,0.0,,,,ammps
ACOL,METFORMINE,1000 MG,COMPRIME PELLICULE,BOITE DE 90,PHARMED,ENDOCRINOLOGIE-METABOLISME,GN,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
ACONCEPT,LEVONORGESTREL,1.5 MG,COMPRIME PELLICULE,BOITE UNITAIRE,ZENITH PHARMA,GYNECOLOGIE-OBSTETRIQUE-CONTRACEPTION,GN,Commercialisé,AMM ENREGISTREE,60.5,37.8,36.0,0.0,,,,ammps
ACRIPTEGA,DOLUTEGRAVIR SODIQUE // LAMIVUDINE // TENOFOVIR DISPROXIL FUMARATE,50 MG / 300 MG / 300 MG,COMPRIMES PELLICULES,BOITE D'UN FLACON DE 30,VIATRIS PHARMACEUTICALS,INFECTIOLOGIE-PARASITOLOGIE,GN,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
ACT HIB,VACCIN ANTI-HAEMOPHILUS INFLUENZAE TYPE B,,POUDRE POUR SUSPENSION INJECTABLE,1 SERINGUE .5 ML,,,PRINCEPS,,,,,,,6118001080014,153.0,70.0,cnops
ACT HIB,VACCIN HAEMOPHILUS TYPE B CONJUGUE 10ΜG,"10 ΜG / 0,5 ML",POUDRE POUR PREPARATION INJECTABLE,BOITE DE 1 SERINGUE,SANOFI AVENTIS,VACCINS,VACCIN,Commercialisé,AMM ENREGISTREE,143.0,89.4,85.11,0.0,,,,ammps
ACTACEPT,DONEPEZIL,10 MG,COMPRIME PELLICULE,BOITE DE 30,POLYMEDIC,NEUROLOGIE,GN,Commercialisé,AMM ENREGISTREE,373.0,248.0,236.61,0.0,,,,ammps
ACTACEPT,DONEPEZIL,5 MG,COMPRIME PELLICULE,BOITE DE 30,POLYMEDIC,NEUROLOGIE,GN,Commercialisé,AMM ENREGISTREE,233.0,146.0,139.1,0.0,,,,ammps
ACTAPULGITE,ATTAPULGITE DE MORMOIRON ACTIVEE,3 G,POUDRE POUR SUSPENSION BUVABLE,BOITE DE 30,MAPHAR,GASTROENTEROLOGIE-HEPATOLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,22.2,13.9,13.24,0.0,6118000010067,34.45,0.0,ammps+cnops
ACTAPULGITE NOURRISSONS,ATTAPULGITE DE MORMOIRON ACTIVEE,1 G,POUDRE POUR SUSPENSION BUVABLE,BOITE DE 20,MAPHAR,GASTROENTEROLOGIE-HEPATOLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,20.3,12.7,12.07,0.0,6118000010074,21.7,0.0,ammps+cnops
ACTEMRA,TOCILIZUMAB,"162 MG / 0,9 ML",SOLUTION POUR INJECTION SOUS CUTANEE,BOITE DE 4 SERINGUES PRE REMPLIES,ROCHE,CANCEROLOGIE,PP,Commercialisé,AMM ENREGISTREE,6826.0,6615.0,6300.0,0.0,,,,ammps
ACTEMRA,TOCILIZUMAB,200 MG / 10 ML,SOLUTION A DILUER POUR PERFUSION,BOITE DE 1 FLACON DE 20 ML,ROCHE,CANCEROLOGIE,PP,Commercialisé,AMM ENREGISTREE,2848.0,2520.0,2400.0,0.0,,,,ammps
ACTEMRA,TOCILIZUMAB,400 MG / 20 ML,SOLUTION A DILUER POUR PERFUSION,BOITE DE 1 FLACON DE 20 ML,ROCHE,CANCEROLOGIE,PP,Commercialisé,AMM ENREGISTREE,5296.0,5040.0,4800.0,0.0,,,,ammps
ACTEMRA,TOCILIZUMAB,80 MG / 4 ML,SOLUTION A DILUER POUR PERFUSION,BOITE DE 1 FLACON DE 10 ML,ROCHE,CANCEROLOGIE,PP,Commercialisé,AMM ENREGISTREE,1279.0,1008.0,960.0,0.0,,,,ammps
ACTEMRA 200MG/10ML,TOCILIZUMAB,200 MG/10ML,SOLUTION A DILUER POUR PERFUSION,1 FLACON 20 ML,,,PRINCEPS,,,,,,,6118001050819,4399.4,0.0,cnops
ACTEMRA 400MG/20ML,TOCILIZUMAB,400 MG/20ML,SOLUTION A DILUER POUR PERFUSION,1 FLACON 20 ML,,,PRINCEPS,,,,,,,6118001050826,8798.8,0.0,cnops
ACTEMRA 80MG/4ML,TOCILIZUMAB,80 MG/4ML,SOLUTION A DILUER POUR PERFUSION,1 FLACON 10 ML,,,PRINCEPS,,,,,,,6118001050802,1759.7,0.0,cnops
ACTI 5,DEANOL PIDOLATE // MAGNESIUM PARAAMINOBENZOATE // VITAMINE C (ACIDE ASCORBIQUE),-,SOLUTION BUVABLE,BOITE DE 30 AMPOULES,COOPER PHARMA,,,Retiré du Marché,AMM RETIREE,63.0,39.2,35.05,0.0,,,,ammps
ACTI-5,DEANOL / MAGNESIUM,100 / 25 MG / MG,SOLUTION BUVABLE,1 BOITE 30 AMPOULE BUVABLE,,,PRINCEPS,,,,,,,6118000010081,63.0,0.0,cnops
ACTICARBINE,CHARBON ACTIVE / PAPAVERINE,70 / 14 MG / MG,COMPRIME ENROBE,1 BOITE 84 COMPRIME,,,PRINCEPS,,,,,,,6118001070015,46.9,0.0,cnops
ACTICARBINE,CHARBON ACTIVE / PAPAVERINE,70 / 14 MG / MG,COMPRIME ENROBE,1 BOITE 84 COMPRIME,,,PRINCEPS,,,,,,,6118001070022,24.5,0.0,cnops
ACTICARBINE,CHARBON ACTIVE // PAPAVERINE (CHLORHYDRATE ),70 MG,COMPRIME DRAGEFIE,BOITE DE 42,SOTHEMA,GASTROENTEROLOGIE-HEPATOLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,22.9,14.3,13.63,0.0,,,,ammps
ACTICARBINE,CHARBON ACTIVE // PAPAVERINE (CHLORHYDRATE ),70 MG,COMPRIME DRAGEFIE,BOITE DE 84,SOTHEMA,GASTROENTEROLOGIE-HEPATOLOGIE,PP,Commercialisé,AMM ENREGISTREE,43.8,27.4,26.09,0.0,,,,ammps
ACTIFED,PSEUDOEPHEDRINE (CHLORHYDRATE) // TRIPROLIDINE (CHLORHYDRATE),-,COMPRIME,BOITE DE 20,GSK,PNEUMOLOGIE-ALLERGOLOGIE,PP,Retiré du Marché,AMM RETIREE,,,,0.0,,,,ammps
ACTIFED,PSEUDOEPHEDRINE (CHLORHYDRATE) // TRIPROLIDINE (CHLORHYDRATE),-,SOLUTION BUVABLE,FLACON DE 100 ML,GSK,PNEUMOLOGIE-ALLERGOLOGIE,PP,Retiré du Marché,AMM RETIREE,,,,0.0,,,,ammps
ACTIFED,TRIPROLIDINE / PSEUDOEPHEDRINE,0.025 / 0.5 G / G,SOLUTION BUVABLE,1 FLACON 100 ML,,,PRINCEPS,,,,,,,6118000160021,19.85,0.0,cnops
ACTIFED,TRIPROLIDINE / PSEUDOEPHEDRINE / PARACETAMOL,2.5 / 50 / 300 MG / MG / MG,COMPRIME,1 BOITE 20 COMPRIME,,,PRINCEPS,,,,,,,6118000160014,20.2,0.0,cnops
ACTIFED RHUME,PSEUDOEPHEDRINE (CHLORHYDRATE) // TRIPROLIDINE (CHLORHYDRATE),"60 / 2,5 MG",COMPRIME,BOITE DE 20,GSK,,,Retiré du Marché,AMM RETIREE,17.0,10.6,9.46,0.0,,,,ammps
ACTISOUFRE,SULFURE DE SODIUM,4 MG,SOLUTION BUVABLE,BOITE DE 30 AMPOULES DE 10 ML,SOTHEMA,PNEUMOLOGIE-ALLERGOLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,46.4,29.0,27.65,0.0,,,,ammps
ACTIVAROL C 100,HEMATOPORPHYRINE //VITAMINE C (ACIDE ASCORBIQUE) // ACIDE AMINO ACETIQUE // EXTRAIT (AMINE DE LEVURE),"0,003 MG / 0,1 MG / 0,250 MG / 0,050 MG",SOLUTION BUVABLE,BOITE DE 24 AMPOULES DE 5 ML,LAPROPHAN,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,PP,Non Commercialisé,AMM ENREGISTREE,28.6,17.9,17.02,0.0,,,,ammps
ACTIVAROL C 500,HEMATOPORPHYRINE //VITAMINE C (ACIDE ASCORBIQUE) // ACIDE AMINO ACETIQUE // EXTRAIT (AMINE DE LEVURE),"0,006 MG / 0,5 MG / 0,5 MG / 0,1 MG",SOLUTION BUVABLE,BOITE DE 24 AMPOULES DE 10 ML,LAPROPHAN,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,PP,Non Commercialisé,AMM ENREGISTREE,58.8,36.7,34.99,0.0,,,,ammps
ACTIVAROL C 500,HEMATOPORPHYRINE / ACIDE ASCORBIQUE (VITAMINE C),NA / NA,SOLUTION BUVABLE,1 BOITE 24 AMPOULE BUVABLE,,,PRINCEPS,,,,,,,6118000030591,62.9,0.0,cnops
ACTIVAROL C100,ACIDE ASCORBIQUE (VITAMINE C) / HEMATOPORPHYRINE,100 / 0.003 MG / G,SOLUTION BUVABLE,1 BOITE 24 AMPOULE,,,PRINCEPS,,,,,,,6118000030607,30.6,0.0,cnops
ACTIVELLE,ESTRADIOL / NORETHISTERONE,1 / 0.5 MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME,,,PRINCEPS,,,,,,,6118001121175,129.0,0.0,cnops
ACTONEL,RISEDRONATE,35 MG,COMPRIME PELLICULE,1 BOITE 4 COMPRIME,,,PRINCEPS,,,,,,,6118001080205,194.6,70.0,cnops
ACTONEL,RISEDRONATE (MONOSODIQUE),5 MG,COMPRIME PELLICULE,BOITE DE 28,SANOFI AVENTIS,,PP,Retiré du Marché,AMM RETIREE,296.0,184.6,164.86,0.0,6118001080182,296.0,70.0,ammps+cnops
ACTONEL ONCE-A-WEEK,RISEDRONATE (MONOSODIQUE),35 MG,COMPRIME,BOITE DE 4,SANOFI AVENTIS,,PP,Retiré du Marché,AMM RETIREE,293.0,182.9,163.29,0.0,,,,ammps
ACTONEL PLUS CALCIUM D,ACIDE RISEDRONIQUE / CALCIUM / COLECALCIFEROL (VITAMINE D3),32.5 / 1 / 880 MG / G / UI,COMPRIME PELLICULE ET GRANULE EFFERVESCENT,1 BOITE 4 1 COMPRIME ET 6 SACHETS,,,PRINCEPS,,,,,,,6118010120688,526.8,0.0,cnops
ACTONEL PLUS CALCIUM D,ACIDE RISEDRONIQUE / CALCIUM / COLECALCIFEROL (VITAMINE D3),32.5 / 1 / 880 MG / G / UI,COMPRIME PELLICULE ET GRANULE EFFERVESCENT,1 BOITE 4 1 COMPRIME ET 6 SACHETS,,,PRINCEPS,,,,,,,6118001081691,526.8,0.0,cnops
ACTONEL PLUS CALCIUM D,RISEDRONATE (MONOSODIQUE) // CALCIUM (CARBONATE) // VITAMINE D3 (CHOLECALCIFEROL),35 MG + 1000 MG / 880 UI,COMPRIME PELLICULE ET GRANULE EFFERVESCENT,BOITE DE 4,SANOFI AVENTIS,,PP,Retiré du Marché,AMM RETIREE,340.0,225.0,201.51,0.0,,,,ammps
ACTRAPID HM,INSULINE HUMAINE BIOGENETIQUE (RAPIDE),100 UI / ML,SOLUTION INJECTABLE,BOITE DE 1 FLACON DE 10 ML,LAPROPHAN,ENDOCRINOLOGIE-METABOLISME,PP,Commercialisé,AMM ENREGISTREE,186.0,116.2,110.72,0.0,,,,ammps
ACTRAPID HM PENFILL,INSULINE HUMAINE BIOGENETIQUE (RAPIDE),100 UI / ML,SOLUTION INJECTABLE,BOITE DE 5 CARTOUCHES 3 ML,LAPROPHAN,ENDOCRINOLOGIE-METABOLISME,PP,Non Commercialisé,AMM ENREGISTREE,350.0,232.0,221.76,0.0,,,,ammps
ACUCARB,CARBOPLATINE,150 MG,SOLUTION POUR PERFUSION,FLACON DE 15 ML,ZENITH PHARMA,CANCEROLOGIE,GN,Commercialisé,AMM ENREGISTREE,408.0,271.0,258.3,0.0,,,,ammps
ACUCARB,CARBOPLATINE,450 MG,SOLUTION POUR PERFUSION,FLACON DE 45 ML,ZENITH PHARMA,CANCEROLOGIE,GN,Commercialisé,AMM ENREGISTREE,906.0,602.0,573.93,0.0,,,,ammps
